Code,Description,Sand,Silt,Clay,Gravel,Bulkdensity,Porosity,Particledensity,Organicmatter,Organiccarbon,Theta10,Theta33,Theta1500,Textureclass,Theta_r_fitted,Theta_s_fitted,Alpha_fitted,Npar_fitted,Theta_r_Full,Theta_s_Full,Alpha_Full,N_Full,Theta_r_SSC,Theta_s_SSC,Alpha_SSC,N_SSC,Theta_r_SSCBD,Theta_s_SSCBD,Alpha_SSCBD,N_SSCBD
2435,UNSODA(lab),57,19,24,,1.56,,,,,,0.17239849,0.152676882,7,0.144354,0.352874,0.036361,1.805384,0.13964,0.37238,0.04652,2.01387,0.06553,0.39028,0.02493,1.33452,0.06258,0.38815,0.02194,1.33685
2440,UNSODA(lab),74,17,9,,1.3,,,,,,0.239779483,0.231424803,8,0.230897,0.368975,0.013066,2.870867,0.25924,0.44501,0.03344,3.14486,0.04235,0.38389,0.03739,1.48081,0.04613,0.43834,0.03329,1.52326
2441,UNSODA(lab),70,15,15,,1.47,,,,,,0.167668374,0.156935728,8,0.155774,0.351695,0.018612,2.540179,0.15959,0.39511,0.03929,2.68138,0.05172,0.38057,0.03186,1.3957,0.05415,0.40414,0.02784,1.47712
2442,UNSODA(lab),82,5,13,,1.48,,,,,,0.081655685,0.081553842,8,0.081553,0.355606,0.036428,4.172666,0.09139,0.39244,0.03534,3.78805,0.05663,0.37194,0.02877,1.63262,0.05895,0.40578,0.02879,1.7562
2443,UNSODA(lab),86,3,11,,1.53,,,,,,0.077472269,0.077467003,4,0.077467,0.350762,0.028119,5.873215,0.08633,0.37971,0.03554,3.73849,0.05832,0.37029,0.02762,1.88249,0.05811,0.38886,0.02894,1.98677
2444,UNSODA(lab),88,1,11,,1.41,,,,,,0.10099919,0.100999,4,0.100999,0.389328,0.031333,7.092885,0.10991,0.4203,0.03414,3.96267,0.06151,0.3674,0.02557,2.02265,0.06281,0.42689,0.02811,2.13569
2445,UNSODA(lab),88,1,11,,1.27,,,,,,0.126062168,0.126055018,4,0.126055,0.438024,0.044594,4.972203,0.13768,0.46447,0.03269,4.25933,0.06151,0.3674,0.02557,2.02265,0.06291,0.47016,0.03127,1.98276
2450,UNSODA(lab),45,39,16,,1.11,,,,,,0.347342029,0.312888783,3,0.299999,0.503414,0.015741,1.872168,0.27402,0.51257,0.05383,1.74106,0.05454,0.39654,0.01107,1.48417,0.06036,0.4601,0.008,1.56075
2452,UNSODA(lab),53,23,24,,1.14,,,,,,0.331510198,0.307921011,7,0.3,0.467091,0.01823,1.921311,0.29572,0.5117,0.05041,1.9713,0.06645,0.39566,0.02209,1.35399,0.07415,0.49384,0.01558,1.44021
2453,UNSODA(lab),51,27,22,,1.2,,,,,,0.347615221,0.324633199,7,0.3,0.45289,0.042491,1.43922,0.29431,0.49182,0.05034,1.86795,0.06414,0.39735,0.01945,1.38386,0.06944,0.46849,0.01367,1.46736
2454,UNSODA(lab),58,25,17,,1.31,,,,,,0.326143404,0.311505934,8,0.3,0.398728,0.033868,1.547029,0.29551,0.45054,0.04234,2.12825,0.05472,0.3886,0.02369,1.38244,0.05788,0.43401,0.01778,1.45622
2455,UNSODA(lab),58,25,17,,1.33,,,,,,0.320774643,0.308835147,8,0.3,0.387215,0.037273,1.56887,0.30177,0.44269,0.0403,2.24132,0.05472,0.3886,0.02369,1.38244,0.05749,0.4292,0.01803,1.45502
2460,UNSODA(lab),3,59,38,,0.769,,,,,,0.515212123,0.413565604,11,0.000001,0.699705,0.020571,1.152602,0.1706,0.67299,0.07729,1.1652,0.09762,0.49662,0.01037,1.45644,0.11052,0.67325,0.01646,1.37294
2461,UNSODA(lab),3,59,38,,0.913,,,,,,0.485733118,0.409597911,11,0,0.655472,0.038315,1.115779,0.20431,0.62692,0.08646,1.19227,0.09762,0.49662,0.01037,1.45644,0.10474,0.62053,0.01364,1.3993
2462,UNSODA(lab),3,59,38,,0.925,,,,,,0.444426317,0.380177402,11,0,0.62271,0.074272,1.104584,0.24055,0.61191,0.08531,1.27047,0.09762,0.49662,0.01037,1.45644,0.10435,0.61626,0.01345,1.40153
2470,UNSODA(lab),3,59,38,,0.702,,,,,,0.467095567,0.391609818,11,0,0.711818,0.107679,1.117452,0.24097,0.67657,0.09881,1.26978,0.09762,0.49662,0.01037,1.45644,0.11409,0.69821,0.01814,1.36132
2471,UNSODA(lab),3,59,38,,0.872,,,,,,0.439605536,0.381381003,11,0,0.641093,0.162879,1.09442,0.26986,0.62361,0.08787,1.33239,0.09762,0.49662,0.01037,1.45644,0.10617,0.6353,0.01435,1.39169
2472,UNSODA(lab),3,59,38,,0.897,,,,,,0.433427052,0.378866071,11,0,0.597137,0.105569,1.089763,0.27861,0.61459,0.08575,1.35629,0.09762,0.49662,0.01037,1.45644,0.10528,0.62626,0.01391,1.39633
2491,UNSODA(lab),11,63.1,25.9,,1.301,,,,,,0.311991063,0.265191523,12,0.136836,0.490237,0.088877,1.206906,0.19849,0.45948,0.05923,1.43409,0.08085,0.45559,0.00625,1.57884,0.08162,0.46366,0.00615,1.60189
2492,UNSODA(lab),11,63.1,25.9,,1.301,,,,,,0.311991063,0.265191523,12,0.136836,0.490237,0.088877,1.206906,0.19849,0.45948,0.05923,1.43409,0.08085,0.45559,0.00625,1.57884,0.08162,0.46366,0.00615,1.60189
2493,UNSODA(lab),9,61.7,29.3,,1.429,,,,,,0.364484324,0.343263302,11,0,0.45216,0.689826,1.039688,0.27634,0.437,0.06158,1.51973,0.08573,0.46595,0.0072,1.54304,0.08282,0.44128,0.00708,1.55104
2530,UNSODA(lab),45,31.6,23.4,,1.361,,,,,,0.260862719,0.2039036,3,0.144993,0.434604,0.02166,1.456934,0.12531,0.43669,0.05155,1.41633,0.06754,0.40581,0.01522,1.41513,0.06857,0.42714,0.01222,1.47618
2531,UNSODA(lab),41,42,17,,1.461,,,,,,0.314238073,0.241751843,3,0.081156,0.396291,0.007044,1.281492,0.10363,0.41509,0.04414,1.25498,0.05714,0.40096,0.00892,1.51726,0.05455,0.37962,0.00987,1.51816
2532,UNSODA(lab),60,25.1,14.9,,1.334,,,,,,0.338740446,0.229026754,8,0.100307,0.423883,0.003927,1.507135,0.07588,0.45825,0.02695,1.2445,0.05075,0.38701,0.02514,1.38726,0.05338,0.42445,0.01962,1.45556
2540,UNSODA(lab),53.7,29.3,17,,1.811,,,,,,0.199865543,0.167755764,8,0,0.316604,0.156235,1.116351,0.09259,0.30563,0.05231,1.45861,0.05537,0.39164,0.01945,1.40481,0.04056,0.30818,0.03539,1.22506
2541,UNSODA(lab),51.3,34.2,14.5,,1.697,,,,,,0.227723977,0.188809485,3,0,0.320271,0.042743,1.126758,0.10309,0.33449,0.0514,1.42931,0.05099,0.39138,0.01592,1.43701,0.04109,0.32883,0.02575,1.31452
2542,UNSODA(lab),48.5,34.5,17,,1.771,,,,,,0.271969534,0.237643319,3,0.044959,0.3067,0.006818,1.128315,0.10953,0.32662,0.05282,1.32483,0.05618,0.3952,0.01448,1.44359,0.04188,0.31511,0.02724,1.26159
2550,UNSODA(lab),59.4,29.4,11.2,,1.568,,,,,,0.145762084,0.095422182,8,0.032134,0.336995,0.036888,1.391469,0.0523,0.35206,0.05212,1.54226,0.04365,0.38741,0.02388,1.40489,0.04069,0.3584,0.02764,1.39824
2551,UNSODA(lab),56,31.1,12.9,,1.853,,,,,,0.178180619,0.152229461,8,0.125829,0.300755,0.042054,1.456091,0.08897,0.2888,0.05194,1.56272,0.04726,0.38854,0.02029,1.41339,0.03427,0.29226,0.04617,1.21929
2552,UNSODA(lab),42.7,40.2,17.1,,1.764,,,,,,0.267617022,0.250795009,3,0.126606,0.33434,0.300243,1.084181,0.1577,0.32081,0.04934,1.55338,0.05697,0.39956,0.00998,1.49831,0.04267,0.31412,0.02118,1.29211
2560,UNSODA(lab),71.6,19,9.4,,1.37,,,,,,0.18830614,0.144688646,8,0.09093,0.482211,0.103289,1.39355,0.09092,0.42647,0.05418,1.66553,0.04199,0.38454,0.03623,1.44556,0.0451,0.41774,0.03216,1.51049
2561,UNSODA(lab),87.1,12.9,0,,1.59,,,,,,0.124880606,0.09371203,5,0.060368,0.4,0.135611,1.436637,0.05775,0.35654,0.05065,1.9033,0.03691,0.39244,0.04598,2.37386,0.0399,0.35279,0.0424,2.50635
2562,UNSODA(lab),98.9,1.1,0,,1.95,,,,,,0.035156488,0.034231332,5,0.034172,0.264151,0.057289,2.855273,0.04483,0.2671,0.03893,3.19932,0.04987,0.37822,0.03522,4.22133,0.04809,0.2651,0.03032,3.86891
2570,UNSODA(lab),81.3,9.6,9.1,,1.13,,,,,,0.170455862,0.133705452,4,0.113,0.564024,0.063763,1.675548,0.08687,0.5084,0.05985,1.90867,0.04841,0.37878,0.03482,1.68246,0.05158,0.49883,0.03792,1.56358
2571,UNSODA(lab),82.3,10.1,7.6,,1.3,,,,,,0.129047344,0.073513119,4,0,0.49717,0.1124,1.372739,0.03831,0.449,0.06489,1.56026,0.04659,0.38025,0.03628,1.75997,0.04909,0.44754,0.03714,1.74511
2572,UNSODA(lab),89.2,6.6,4.2,,1.44,,,,,,0.091582415,0.069871871,5,0.063,0.478212,0.051705,1.942595,0.05244,0.40405,0.0504,2.32199,0.04858,0.37961,0.03544,2.4478,0.04962,0.40663,0.03571,2.48868
2573,UNSODA(lab),87.5,7.2,5.3,,1.44,,,,,,0.082346125,0.062688366,4,0.057,0.447697,0.048174,1.988114,0.05021,0.40172,0.04969,2.41491,0.04862,0.37922,0.0352,2.21509,0.0497,0.40776,0.03564,2.27448
2580,UNSODA(lab),33.6,48.1,18.3,,1.07,,,,,,0.438606707,0.385022886,3,0,0.629,0.193601,1.086517,0.23946,0.55196,0.07302,1.31594,0.06143,0.41054,0.00635,1.57943,0.06842,0.47515,0.00552,1.64258
2582,UNSODA(lab),19,63,18,,1.38,,,,,,0.458877884,0.376654581,12,0.000001,0.494532,0.001655,1.239773,0.11997,0.49029,0.05332,1.12205,0.06692,0.43385,0.00468,1.66003,0.06607,0.41383,0.00512,1.67115
2583,UNSODA(lab),68.3,23.7,8,,1.42,,,,,,0.236847575,0.159197289,8,0,0.460026,0.034979,1.267599,0.0677,0.41375,0.0442,1.34729,0.03826,0.38724,0.03481,1.42389,0.04036,0.39592,0.03242,1.4802
2584,UNSODA(lab),92.7,7,0.3,,1.92,,,,,,0.046737696,0.038163721,5,0.035701,0.286,0.07058,1.991234,0.04141,0.26973,0.04429,2.59816,0.04415,0.38553,0.03965,3.14476,0.04313,0.27081,0.0366,2.92697
2590,UNSODA(lab),48.7,32.6,18.7,,1.22,,,,,,0.325758625,0.268183424,3,0,0.511387,0.096415,1.129679,0.16267,0.48729,0.05733,1.38129,0.05928,0.39687,0.01557,1.42867,0.06296,0.44819,0.01128,1.50517
2591,UNSODA(lab),49.1,29.1,21.8,,1.51,,,,,,0.269272688,0.229298832,3,0,0.400373,0.121634,1.106995,0.14541,0.39567,0.05236,1.45107,0.06429,0.3994,0.01769,1.39886,0.0611,0.39072,0.01597,1.41261
2592,UNSODA(lab),4.3,70.9,24.8,,1.69,,,,,,0.330418245,0.29174328,12,0.000019,0.370735,0.007481,1.096624,0.14594,0.37778,0.07184,1.23046,0.08269,0.46521,0.00677,1.57478,0.07016,0.38202,0.00749,1.4958
2593,UNSODA(lab),5.4,59.3,35.3,,1.66,,,,,,0.338209708,0.307254289,11,0,0.390207,0.023192,1.066942,0.16723,0.38474,0.06896,1.26193,0.09388,0.4864,0.00929,1.48197,0.08094,0.39564,0.00934,1.41545
2601,UNSODA(lab),32.7,41.1,26.2,,1.08,,,,,,0.352679828,0.290708223,3,0.000001,0.556135,0.102413,1.128773,0.18942,0.53698,0.06364,1.36132,0.07402,0.42642,0.00927,1.48737,0.08181,0.50416,0.00838,1.53879
2602,UNSODA(lab),33.9,41.8,24.3,,1.21,,,,,,0.366472483,0.30367075,3,0,0.485198,0.024316,1.129749,0.17017,0.50197,0.06018,1.29093,0.07098,0.42109,0.00882,1.5022,0.07527,0.46137,0.00795,1.55873
2603,UNSODA(lab),45.1,38.4,16.5,,1.39,,,,,,0.37329581,0.31457848,3,0,0.435994,0.007516,1.131733,0.14094,0.44835,0.05635,1.2395,0.05549,0.39698,0.01137,1.47907,0.05498,0.39637,0.01067,1.51615
2604,UNSODA(lab),45.5,38.4,16.1,,1.45,,,,,,0.238302988,0.190975485,3,0.038081,0.41912,0.108253,1.17933,0.12124,0.3971,0.05043,1.49781,0.05468,0.39627,0.01149,1.47833,0.05263,0.38263,0.01176,1.4939
2605,UNSODA(lab),46.8,40.4,12.8,,1.55,,,,,,0.230754186,0.173041618,3,0,0.396375,0.048284,1.193308,0.08772,0.36789,0.04795,1.38542,0.04812,0.39369,0.01115,1.48899,0.04329,0.35219,0.01505,1.44193
2610,UNSODA(lab),23.8,48.8,27.4,,0.59,,,,,,0.438330428,0.33939761,2,0.143812,0.824,0.064129,1.272806,0.18068,0.68947,0.08533,1.24764,0.07818,0.44106,0.00728,1.53229,0.10815,0.69312,0.01107,1.47433
2612,UNSODA(lab),27.7,50.8,21.5,,1.37,,,,,,0.37156914,0.290608442,12,0,0.416236,0.002459,1.247993,0.11691,0.46044,0.04478,1.20108,0.0684,0.42289,0.00594,1.58672,0.06797,0.41356,0.00638,1.60811
2613,UNSODA(lab),27.2,52.3,20.5,,1.66,,,,,,0.344636288,0.271225795,12,0,0.373417,0.001536,1.302271,0.08448,0.38296,0.04193,1.15892,0.06708,0.42194,0.00559,1.60261,0.0566,0.34654,0.00899,1.46726
2614,UNSODA(lab),27.7,49.5,22.8,,1.72,,,,,,0.337285498,0.281438454,3,0.000016,0.364314,0.001907,1.205356,0.0952,0.36576,0.05282,1.16648,0.07035,0.4254,0.00635,1.56995,0.05667,0.33687,0.0108,1.39454
2620,UNSODA(lab),16.6,35.6,47.8,,1.07,,,,,,0.432384179,0.359783093,1,0.000002,0.553831,0.018599,1.128802,0.17538,0.57593,0.07007,1.20354,0.09654,0.48347,0.01481,1.31299,0.10546,0.56938,0.01813,1.33959
2621,UNSODA(lab),17.7,32.8,49.5,,1.27,,,,,,0.431056211,0.383515213,1,0,0.498943,0.014925,1.083801,0.18829,0.51444,0.0724,1.21468,0.09638,0.4827,0.01586,1.2919,0.10062,0.50858,0.01643,1.3349
2622,UNSODA(lab),23.2,29.9,46.9,,1.47,,,,,,0.382657305,0.347280326,1,0,0.437776,0.019161,1.068435,0.17664,0.44371,0.06386,1.25406,0.093,0.46872,0.01655,1.29118,0.09208,0.44412,0.01563,1.31307
2630,UNSODA(lab),55,19.2,25.8,,1.27,,,,,,0.289543881,0.217931173,7,0,0.486364,0.044137,1.191209,0.11535,0.48097,0.05231,1.32945,0.06818,0.39309,0.02424,1.3277,0.07442,0.46661,0.0179,1.4201
2631,UNSODA(lab),59,16.7,24.3,,1.39,,,,,,0.304864202,0.239220074,7,0,0.469811,0.040791,1.16378,0.11466,0.44911,0.05095,1.29439,0.06553,0.38756,0.02611,1.32455,0.06956,0.43534,0.02021,1.40507
2640,UNSODA(lab),85.8,9.6,4.6,,1.48,,,,,,0.157186695,0.098885854,4,0,0.435447,0.082115,1.307873,0.04872,0.39974,0.05501,1.49741,0.04483,0.38236,0.03813,2.08197,0.04632,0.39347,0.03767,2.17052
2641,UNSODA(lab),83.8,7.1,9.1,,1.3,,,,,,0.293811894,0.243516563,4,0,0.503125,0.226639,1.124467,0.14218,0.47449,0.05709,1.46053,0.05142,0.37632,0.03265,1.80597,0.05373,0.45308,0.03469,1.80222
2642,UNSODA(lab),75.9,11.2,12.9,,1.6,,,,,,0.293377364,0.234906554,8,0.000001,0.372194,0.011114,1.161721,0.09011,0.38455,0.04625,1.27081,0.05075,0.37812,0.0331,1.4766,0.05,0.36757,0.03334,1.51476
2650,UNSODA(lab),36,49.8,14.2,,1.08,,,,,,0.280515032,0.214489876,3,0,0.551061,0.132674,1.178202,0.13078,0.50141,0.05466,1.45862,0.05377,0.40552,0.00601,1.60045,0.06001,0.45586,0.00502,1.66769
2651,UNSODA(lab),38,47.5,14.5,,1.29,,,,,,0.240383677,0.19162849,3,0,0.513208,0.475834,1.14992,0.13029,0.43259,0.05063,1.58472,0.05359,0.40279,0.00674,1.57544,0.05462,0.4054,0.00661,1.61301
2652,UNSODA(lab),31,47,22,,1.52,,,,,,0.330722855,0.276718025,3,0,0.420826,0.018713,1.124942,0.13127,0.40684,0.05469,1.2513,0.06813,0.41971,0.00684,1.55616,0.06354,0.38035,0.00825,1.52649
2653,UNSODA(lab),81,12.5,6.5,,1.76,,,,,,0.24033472,0.209251381,4,0,0.34,0.128445,1.092215,0.10439,0.32723,0.04696,1.47373,0.04301,0.38311,0.03895,1.71733,0.04037,0.3145,0.04484,1.66222
2660,UNSODA(lab),15.2,26.9,57.9,,1.03,,,,,,0.527428838,0.496600233,1,0,0.623,0.191404,1.040046,0.28745,0.59803,0.09774,1.28695,0.09892,0.49428,0.01851,1.23639,0.11099,0.59517,0.02416,1.27735
2670,UNSODA(lab),20.7,58.3,21,,1.5,,,,,,0.37631475,0.300881101,12,0.000002,0.408208,0.001658,1.27092,0.10881,0.43261,0.04749,1.16563,0.07035,0.4325,0.00512,1.62538,0.06618,0.39022,0.00619,1.60271
2671,UNSODA(lab),18.7,64,17.3,,1.43,,,,,,0.380138483,0.286446129,12,0,0.446267,0.00357,1.250409,0.10104,0.4518,0.03649,1.1771,0.06606,0.43457,0.00462,1.66662,0.06386,0.40206,0.00529,1.66094
2680,UNSODA(lab),50.8,31.6,17.6,,1.14,,,,,,0.30493055,0.234311909,3,0.05493,0.592999,0.09655,1.220691,0.13119,0.50648,0.05557,1.36598,0.05695,0.39416,0.01692,1.42071,0.06235,0.46716,0.0115,1.49723
2681,UNSODA(lab),30.7,29,40.3,,1.51,,,,,,0.302484581,0.270313514,1,0.193516,0.504,0.278358,1.231482,0.1808,0.41197,0.05687,1.40796,0.08717,0.44658,0.01642,1.31988,0.0852,0.42266,0.0152,1.32808
2682,UNSODA(lab),41.7,19.9,38.4,,1.53,,,,,,0.322843167,0.279672388,2,0,0.491,0.246263,1.09518,0.14047,0.4137,0.0548,1.28569,0.08307,0.42204,0.02262,1.27616,0.08119,0.41453,0.01909,1.28233
2683,UNSODA(lab),42.2,22.3,35.5,,1.6,,,,,,0.264773793,0.20966746,2,0,0.467,0.115843,1.155197,0.10569,0.38487,0.04773,1.29952,0.08095,0.41902,0.02092,1.30257,0.07473,0.39093,0.01912,1.26955
2710,UNSODA(lab),17.5,66,16.5,,1.02,,,,,,0.253310608,0.181620672,12,0,0.580136,0.128228,1.220762,0.10117,0.50302,0.05492,1.46567,0.06549,0.43745,0.00461,1.67287,0.07493,0.50805,0.00421,1.72443
2711,UNSODA(lab),15,66.8,18.2,,1.27,,,,,,0.295443977,0.215751145,12,0,0.479871,0.027672,1.21404,0.11294,0.45657,0.04629,1.31922,0.06916,0.4417,0.00488,1.65565,0.07125,0.44887,0.00478,1.68951
2712,UNSODA(lab),13.9,62,24.1,,1.51,,,,,,0.309024369,0.234586061,12,0,0.402238,0.00908,1.20374,0.10479,0.40999,0.04543,1.2312,0.07737,0.44786,0.00574,1.59865,0.0729,0.40466,0.00635,1.58606
2713,UNSODA(lab),12.5,65.5,22,,1.66,,,,,,0.300145144,0.253694351,12,0,0.370927,0.015635,1.11943,0.1262,0.36942,0.06179,1.25413,0.07537,0.44766,0.00547,1.61835,0.06496,0.36922,0.00709,1.52726
2720,UNSODA(lab),19.8,65.2,15,,1.05,,,,,,0.321414156,0.248971707,12,0,0.583726,0.099948,1.169992,0.15269,0.52086,0.05628,1.38594,0.06209,0.43412,0.00443,1.68594,0.07057,0.49006,0.00401,1.74175
2721,UNSODA(lab),24.2,60,15.8,,1.35,,,,,,0.312811938,0.219891959,12,0,0.472297,0.014379,1.247528,0.09408,0.44002,0.03593,1.26626,0.06124,0.42455,0.00449,1.67143,0.0609,0.40647,0.00502,1.68091
2722,UNSODA(lab),27.8,54.7,17.5,,1.53,,,,,,0.318854893,0.229412456,12,0.122,0.396192,0.004435,1.484503,0.08287,0.4017,0.03329,1.21636,0.0623,0.41815,0.00502,1.63516,0.0569,0.36777,0.00694,1.57604
2723,UNSODA(lab),28.3,56.5,15.2,,1.56,,,,,,0.351524809,0.275181062,12,0.000001,0.390753,0.00222,1.257587,0.09553,0.40526,0.04371,1.17804,0.05849,0.41735,0.00472,1.65733,0.05198,0.35601,0.00731,1.56272
2740,UNSODA(lab),30.7,39.6,29.7,,0.73,,,,,,0.383855323,0.296325147,2,0.000128,0.70994,0.106363,1.172227,0.17248,0.64494,0.07659,1.29702,0.07895,0.43564,0.0103,1.45571,0.10056,0.63944,0.01212,1.44772
2741,UNSODA(lab),31.3,45.7,23,,0.84,,,,,,0.351242918,0.251039202,3,0.000814,0.673189,0.053266,1.22544,0.12562,0.59635,0.0566,1.2892,0.06961,0.42145,0.00731,1.54089,0.08517,0.57135,0.00706,1.56615
2742,UNSODA(lab),37.4,38,24.6,,0.75,,,,,,0.340033969,0.253446447,3,0.0361,0.6623,0.075821,1.223417,0.1426,0.62522,0.07196,1.33424,0.07057,0.41716,0.01067,1.46741,0.09033,0.6122,0.00985,1.48973
2743,UNSODA(lab),26.7,42.3,31,,0.71,,,,,,0.390235342,0.306902436,2,0.08601,0.711785,0.088295,1.21302,0.189,0.65193,0.08017,1.31172,0.08175,0.44454,0.00956,1.46637,0.10417,0.65363,0.0127,1.43771
2750,UNSODA(lab),51.7,29.8,18.5,,1.01,,,,,,0.379703768,0.312347819,3,0,0.613311,0.119702,1.129936,0.18141,0.56212,0.06673,1.32903,0.05838,0.39422,0.01824,1.4076,0.06704,0.50894,0.01179,1.47696
2751,UNSODA(lab),55.4,26,18.6,,1.28,,,,,,0.385298067,0.327909133,8,0,0.484678,0.021175,1.112372,0.15762,0.4847,0.06001,1.26897,0.05786,0.39117,0.0218,1.38419,0.06144,0.44274,0.01587,1.46138
2752,UNSODA(lab),50,31,19,,1.45,,,,,,0.381919146,0.301248604,3,0,0.436015,0.003284,1.216878,0.09456,0.43959,0.03983,1.17557,0.05957,0.39607,0.01692,1.41608,0.05812,0.3974,0.01483,1.45286
2753,UNSODA(lab),54.4,28.3,17.3,,1.42,,,,,,0.387873728,0.297468986,8,0,0.437737,0.002487,1.265826,0.08768,0.44885,0.03434,1.17626,0.05578,0.39132,0.02028,1.39859,0.05578,0.40409,0.01695,1.45071
2760,UNSODA(lab),39.4,55,5.6,,1.13,,,,,,0.383235385,0.336010054,12,0,0.499678,0.058511,1.088543,0.24583,0.50878,0.05903,1.48785,0.03711,0.42131,0.00627,1.62112,0.04248,0.41376,0.00544,1.64611
2761,UNSODA(lab),40.7,54.2,5.1,,1.28,,,,,,0.301245809,0.225579351,12,0,0.486075,0.033207,1.19604,0.10897,0.44474,0.04636,1.33544,0.03573,0.4214,0.00674,1.60667,0.0378,0.37842,0.00743,1.5857
2762,UNSODA(lab),64.1,30.9,5,,1.26,,,,,,0.200522381,0.134098951,8,0.011221,0.46908,0.064184,1.287866,0.06202,0.4417,0.05404,1.4667,0.03187,0.39432,0.03138,1.41528,0.03554,0.41305,0.02586,1.44165
2763,UNSODA(lab),76.9,20.3,2.8,,1.26,,,,,,0.119427318,0.073590558,4,0.059,0.460855,0.022278,1.94475,0.03842,0.44006,0.06228,1.72493,0.03254,0.39326,0.04618,1.60474,0.03665,0.43382,0.04285,1.56383
2764,UNSODA(lab),68.9,27.5,3.6,,1.32,,,,,,0.177934086,0.111149617,8,0.072614,0.494504,0.023451,1.671872,0.04871,0.42304,0.05424,1.46452,0.03023,0.39576,0.03921,1.4438,0.03399,0.40481,0.03505,1.46842
2765,UNSODA(lab),60,37.2,2.8,,1.29,,,,,,0.272979518,0.175813511,8,0,0.458268,0.015079,1.305914,0.06472,0.4386,0.03636,1.31248,0.02802,0.4058,0.02619,1.42223,0.03135,0.38954,0.02329,1.43739
3030,UNSODA(lab),2.2,42.3,55.5,,1.32,,,,,,0.508023115,0.476146076,10,0.299999,0.58,0.04016,1.112831,0.2331,0.52427,0.09812,1.1828,0.10647,0.51911,0.0157,1.29531,0.10324,0.51189,0.01598,1.31072
3031,UNSODA(lab),14.5,45.3,40.3,,1.07,,,,,,0.403064616,0.367307935,10,0.197297,0.525788,0.11871,1.127036,0.30299,0.5545,0.07161,1.48863,0.0947,0.48124,0.01137,1.4071,0.10107,0.558,0.01334,1.40736
3032,UNSODA(lab),16.6,36.8,46.6,,1.21,,,,,,0.402062934,0.34385128,1,0.038749,0.546182,0.049783,1.11775,0.18385,0.52625,0.06804,1.23596,0.0962,0.4824,0.01429,1.32525,0.10103,0.52375,0.01552,1.35884
3033,UNSODA(lab),16.8,36,47.2,,1.32,,,,,,0.331861129,0.290668921,1,0.271174,0.571,0.024682,1.756545,0.20921,0.47699,0.06305,1.38514,0.09627,0.48251,0.0146,1.31815,0.09815,0.49166,0.01486,1.3525
3070,UNSODA(lab),99.1,0.7,0.2,,1.94,,,,,,1.05613E-07,6.73956E-12,5,0,0.3,0.031121,7.379608,0.03219,0.26624,0.03948,3.46017,0.05055,0.37721,0.03464,4.24026,0.04848,0.2672,0.03007,3.87054
3080,UNSODA(lab),99.1,0.7,0.2,,1.965,,,,,,7.65479E-09,9.24139E-15,5,0,0.411,0.021896,10,0.03208,0.26094,0.0398,3.40934,0.05055,0.37721,0.03464,4.24026,0.04856,0.26252,0.02976,3.89878
3090,UNSODA(lab),1.8,52.7,45.5,,1.4,,,,,,0.274096294,0.204671466,10,0,0.423804,0.025181,1.199844,0.12567,0.44219,0.0479,1.3141,0.10421,0.51221,0.01292,1.38458,0.0976,0.48233,0.01213,1.38125
3101,UNSODA(lab),10.3,50,39.7,,1.33,,,,,,0.487212661,0.363895946,11,0.251563,0.797,0.015014,1.506366,0.09163,0.52234,0.01678,1.14364,0.09637,0.48816,0.01087,1.42764,0.09479,0.48453,0.0108,1.43519
3102,UNSODA(lab),11.3,50.3,38.4,,1.3,,,,,,0.337445998,0.272432584,11,0.228757,0.632,0.025541,1.609389,0.15836,0.48054,0.05619,1.27605,0.09492,0.48423,0.01041,1.44004,0.09443,0.48957,0.01047,1.44883
3103,UNSODA(lab),5.7,56.2,38.1,,1.37,,,,,,0.330392138,0.254824458,11,0.197779,0.638,0.024744,1.565064,0.13019,0.4618,0.04784,1.24119,0.09684,0.49283,0.01028,1.45358,0.09333,0.47667,0.00979,1.45426
3110,UNSODA(lab),12.4,50.9,36.7,,1.35,,,,,,0.455754361,0.363891856,11,0.205157,0.566,0.007221,1.340403,0.10834,0.50408,0.03857,1.12731,0.09298,0.4792,0.00979,1.45708,0.09152,0.47151,0.00971,1.46663
3111,UNSODA(lab),6.3,53.3,40.4,,1.31,,,,,,0.443488629,0.366641436,10,0.212228,0.587,0.015389,1.281221,0.13482,0.51201,0.05491,1.14189,0.09872,0.49648,0.0111,1.4287,0.09647,0.49602,0.01093,1.42978
3112,UNSODA(lab),7.3,53.8,38.9,,1.3,,,,,,0.432275599,0.293714309,11,0.00031,0.590946,0.007094,1.291471,0.09357,0.5125,0.0128,1.22038,0.09704,0.49198,0.01055,1.44304,0.09548,0.49516,0.01042,1.44531
3113,UNSODA(lab),5.7,56.2,38.1,,1.38,,,,,,0.319166578,0.263425622,11,0.240086,0.57,0.016975,1.817813,0.16512,0.45329,0.05878,1.30132,0.09684,0.49283,0.01028,1.45358,0.09307,0.47395,0.00976,1.45391
3120,UNSODA(lab),8.2,47.4,44.4,,1.4,,,,,,0.391236904,0.278175094,10,0,0.641461,0.023734,1.233235,0.09143,0.47684,0.02053,1.19172,0.10014,0.49815,0.01248,1.38078,0.09587,0.47333,0.01216,1.38597
